image_id,file_name,category,bbox
859,859.jpg,0,"[94.0, 51.0, 543.0, 132.0]"
859,859.jpg,0,"[4.0, 0.0, 603.0, 121.0]"
860,860.jpg,0,"[336.0, 427.0, 62.15999984741211, 91.80999755859375]"
861,861.jpg,0,"[2.0, 0.0, 634.0, 472.0]"
862,862.jpg,0,"[155.0, 72.0, 213.0, 90.0]"
863,863.jpg,0,"[22.0, 4.0, 290.0, 334.0]"
864,864.jpg,0,"[82.0, 15.0, 255.16000366210938, 383.5299987792969]"
865,865.jpg,0,"[414.0, 299.0, 117.44999694824219, 86.58999633789062]"
866,866.jpg,0,"[770.0, 129.0, 107.7300033569336, 91.91999816894531]"
867,867.jpg,0,"[206.0, 72.0, 121.62999725341797, 264.7099914550781]"
867,867.jpg,0,"[53.0, 45.0, 114.61000061035156, 319.4100036621094]"
867,867.jpg,0,"[86.0, 78.0, 97.55000305175781, 294.7099914550781]"
868,868.jpg,0,"[0.0, 103.0, 458.0, 238.0]"
869,869.jpg,0,"[240.0, 159.0, 118.68000030517578, 256.5899963378906]"
869,869.jpg,2,"[211.0, 114.0, 159.86000061035156, 301.8800048828125]"
869,869.jpg,2,"[364.0, 111.0, 51.66999816894531, 305.4100036621094]"
869,869.jpg,2,"[303.0, 120.0, 65.73999786376953, 200.58999633789062]"
869,869.jpg,2,"[226.0, 129.0, 24.0, 57.650001525878906]"
869,869.jpg,2,"[190.0, 142.0, 28.1299991607666, 72.94000244140625]"
869,869.jpg,2,"[168.0, 136.0, 35.779998779296875, 93.52999877929688]"
869,869.jpg,2,"[143.0, 141.0, 38.13999938964844, 64.12000274658203]"
869,869.jpg,2,"[71.0, 139.0, 30.510000228881836, 72.94000244140625]"
869,869.jpg,2,"[40.0, 140.0, 31.110000610351562, 74.12000274658203]"
869,869.jpg,2,"[1.0, 135.0, 31.1200008392334, 51.7599983215332]"
870,870.jpg,0,"[394.0, 140.0, 59.31999969482422, 54.189998626708984]"
871,871.jpg,0,"[100.0, 193.0, 11.0, 10.0]"
872,872.jpg,0,"[10.0, 14.0, 285.4700012207031, 48.0]"
873,873.jpg,0,"[317.0, 124.0, 274.55999755859375, 178.55999755859375]"
874,874.jpg,2,"[36.0, 27.0, 305.9800109863281, 389.3299865722656]"
874,874.jpg,0,"[119.0, 120.0, 255.97999572753906, 223.3300018310547]"
875,875.jpg,0,"[168.0, 45.0, 75.0, 112.0]"
875,875.jpg,0,"[81.0, 77.0, 50.0, 91.0]"
876,876.jpg,0,"[141.0, 0.0, 881.9199829101562, 507.59698486328125]"
877,877.jpg,0,"[309.0, 84.0, 154.0, 49.0]"
877,877.jpg,0,"[116.0, 109.0, 132.0, 35.0]"
877,877.jpg,0,"[249.0, 128.0, 92.0, 30.0]"
877,877.jpg,0,"[226.0, 168.0, 94.0, 35.0]"
877,877.jpg,0,"[55.0, 168.0, 164.0, 38.0]"
877,877.jpg,0,"[240.0, 209.0, 77.0, 39.0]"
877,877.jpg,0,"[54.0, 223.0, 127.0, 41.0]"
877,877.jpg,0,"[348.0, 13.0, 127.0, 38.0]"
877,877.jpg,0,"[95.0, 45.0, 172.0, 51.0]"
877,877.jpg,0,"[326.0, 55.0, 136.0, 43.0]"
878,878.jpg,0,"[215.0, 329.0, 627.2000122070312, 198.5989990234375]"
878,878.jpg,0,"[360.0, 156.0, 274.55999755859375, 105.06500244140625]"
879,879.jpg,0,"[10.0, 66.0, 473.0, 106.0]"
880,880.jpg,0,"[381.0, 223.0, 104.0, 36.0]"
881,881.jpg,0,"[192.0, 158.0, 104.0, 68.0]"
882,882.jpg,0,"[698.0, 196.0, 106.8499984741211, 99.11000061035156]"
883,883.jpg,0,"[0.0, 0.0, 300.0, 78.0]"
884,884.jpg,0,"[148.0, 266.0, 128.0, 117.0]"
885,885.jpg,0,"[50.0, 348.0, 897.9199829101562, 302.0799865722656]"
885,885.jpg,0,"[38.0, 217.0, 90.23999786376953, 44.79999923706055]"
885,885.jpg,0,"[260.0, 225.0, 134.39999389648438, 58.2400016784668]"
885,885.jpg,0,"[627.0, 257.0, 222.0800018310547, 80.63999938964844]"
886,886.jpg,0,"[295.0, 145.0, 11.0, 8.0]"
887,887.jpg,0,"[6.0, 11.0, 682.0, 186.0]"
888,888.jpg,0,"[0.0, 17.0, 225.80999755859375, 96.81999969482422]"
889,889.jpg,0,"[241.0, 10.0, 62.0, 230.0]"
890,890.jpg,0,"[44.0, 92.0, 61.0, 148.0]"
890,890.jpg,0,"[192.0, 148.0, 69.0, 112.0]"
891,891.jpg,0,"[442.0, 360.0, 109.9000015258789, 58.31999969482422]"
892,892.jpg,0,"[145.0, 69.0, 105.66000366210938, 99.29000091552734]"
893,893.jpg,0,"[7.0, 0.0, 630.0, 194.0]"
894,894.jpg,0,"[713.0, 186.0, 110.56999969482422, 111.38999938964844]"
895,895.jpg,0,"[28.0, 45.0, 472.0, 148.0]"
895,895.jpg,0,"[55.0, 114.0, 445.0, 133.0]"
895,895.jpg,0,"[26.0, 225.0, 474.0, 59.0]"
896,896.jpg,0,"[79.0, 81.0, 54.0, 80.0]"
896,896.jpg,0,"[169.0, 48.0, 73.0, 99.0]"
897,897.jpg,0,"[704.0, 197.0, 103.98999786376953, 98.81999969482422]"
898,898.jpg,0,"[25.0, 36.0, 243.0, 328.0]"
899,899.jpg,0,"[279.0, 12.0, 228.0, 329.0]"
900,900.jpg,0,"[0.0, 119.0, 1023.2000122070312, 506.90301513671875]"
901,901.jpg,0,"[76.0, 218.0, 299.30999755859375, 180.55999755859375]"
901,901.jpg,0,"[12.0, 34.0, 387.0799865722656, 176.11000061035156]"
902,902.jpg,0,"[164.0, 133.0, 183.0, 267.0]"
903,903.jpg,0,"[0.0, 5.0, 496.0, 225.0]"
904,904.jpg,0,"[420.0, 305.0, 139.69000244140625, 96.87999725341797]"
905,905.jpg,0,"[91.0, 50.0, 214.42999267578125, 27.920000076293945]"
906,906.jpg,0,"[88.0, 101.0, 49.0, 79.0]"
907,907.jpg,0,"[0.0, 0.0, 791.0399780273438, 247.95599365234375]"
907,907.jpg,0,"[0.0, 173.0, 1023.3599853515625, 435.68499755859375]"
908,908.jpg,0,"[34.0, 372.0, 179.0, 311.0]"
908,908.jpg,0,"[695.0, 404.0, 138.0, 282.0]"
909,909.jpg,0,"[2.0, 25.0, 413.5799865722656, 54.439998626708984]"
909,909.jpg,0,"[69.0, 99.0, 296.5400085449219, 72.77999877929688]"
909,909.jpg,0,"[1.0, 169.0, 415.239990234375, 101.66999816894531]"
909,909.jpg,0,"[209.0, 264.0, 135.97999572753906, 73.88999938964844]"
910,910.jpg,0,"[75.0, 228.0, 340.79998779296875, 75.0]"
910,910.jpg,0,"[22.0, 184.0, 390.9700012207031, 62.220001220703125]"
910,910.jpg,0,"[38.0, 123.0, 360.4200134277344, 58.33000183105469]"
911,911.jpg,0,"[8.0, 21.0, 636.0, 290.0]"
912,912.jpg,0,"[107.0, 130.0, 137.0, 226.0]"
913,913.jpg,0,"[8.0, 0.0, 987.0, 346.0]"
913,913.jpg,0,"[0.0, 285.0, 988.0, 297.0]"
914,914.jpg,0,"[758.0, 405.0, 212.82000732421875, 145.5399932861328]"
915,915.jpg,0,"[86.0, 50.0, 147.00999450683594, 75.22000122070312]"
916,916.jpg,0,"[50.0, 298.0, 1437.0, 526.0]"
917,917.jpg,0,"[219.0, 320.0, 158.0, 152.0]"
918,918.jpg,0,"[28.0, 195.0, 290.0, 132.0]"
919,919.jpg,0,"[208.0, 296.0, 417.5989990234375, 155.2010040283203]"
919,919.jpg,0,"[219.0, 494.0, 728.0009765625, 228.80099487304688]"
920,920.jpg,0,"[0.0, 0.0, 309.0, 163.0]"
921,921.jpg,0,"[0.0, 118.0, 560.0, 254.39999389648438]"
922,922.jpg,0,"[48.0, 37.0, 342.6400146484375, 333.3299865722656]"
923,923.jpg,0,"[67.0, 119.0, 297.0, 118.0]"
924,924.jpg,0,"[340.0, 405.0, 103.0199966430664, 71.20999908447266]"
925,925.jpg,0,"[20.0, 168.0, 983.0399780273438, 316.17999267578125]"
926,926.jpg,0,"[275.0, 410.0, 164.7899932861328, 88.37000274658203]"
927,927.jpg,0,"[177.0, 179.0, 604.7999877929688, 288.22198486328125]"
928,928.jpg,0,"[19.0, 89.0, 593.0, 288.0]"
929,929.jpg,0,"[39.0, 25.0, 533.0, 289.0]"
930,930.jpg,0,"[49.0, 147.0, 262.0, 160.0]"
931,931.jpg,2,"[199.0, 68.0, 152.64999389648438, 348.2200012207031]"
931,931.jpg,0,"[151.0, 74.0, 225.4199981689453, 227.22000122070312]"
931,931.jpg,2,"[0.0, 207.0, 84.01000213623047, 209.3300018310547]"
932,932.jpg,0,"[455.0, 363.0, 92.41999816894531, 57.75]"
933,933.jpg,0,"[99.0, 179.0, 25.0, 35.0]"
934,934.jpg,0,"[319.0, 114.0, 1658.0, 986.0]"
935,935.jpg,0,"[440.0, 222.0, 34.0, 28.0]"
936,936.jpg,0,"[33.0, 58.0, 592.0, 142.0]"
937,937.jpg,0,"[7.0, 14.0, 307.0, 426.0]"
938,938.jpg,0,"[44.0, 30.0, 359.260009765625, 170.58999633789062]"
938,938.jpg,1,"[13.0, 105.0, 201.07000732421875, 88.23999786376953]"
938,938.jpg,0,"[12.0, 198.0, 375.1499938964844, 198.82000732421875]"
939,939.jpg,0,"[176.0, 71.0, 68.0, 52.0]"
939,939.jpg,0,"[211.0, 24.0, 92.0, 87.0]"
940,940.jpg,0,"[90.0, 71.0, 400.8299865722656, 180.22999572753906]"
941,941.jpg,0,"[103.0, 160.0, 267.0, 135.0]"
942,942.jpg,0,"[194.0, 22.0, 103.0, 91.0]"
943,943.jpg,0,"[310.0, 413.0, 102.83000183105469, 63.779998779296875]"
944,944.jpg,0,"[203.0, 27.0, 96.0, 85.0]"
945,945.jpg,0,"[24.0, 62.0, 279.0, 244.0]"
946,946.jpg,0,"[8.0, 14.0, 626.0, 428.0]"
947,947.jpg,0,"[28.0, 16.0, 345.1499938964844, 380.0]"
947,947.jpg,1,"[33.0, 74.0, 179.30999755859375, 81.76000213623047]"
948,948.jpg,0,"[341.0, 410.0, 107.58999633789062, 88.37000274658203]"
949,949.jpg,0,"[0.0, 83.0, 471.0, 116.0]"
949,949.jpg,0,"[26.0, 117.0, 463.0, 198.0]"
949,949.jpg,0,"[0.0, 23.0, 406.0, 55.0]"
950,950.jpg,0,"[232.0, 438.0, 180.8000030517578, 356.8009948730469]"
951,951.jpg,0,"[0.0, 219.0, 791.0, 301.0]"
951,951.jpg,0,"[13.0, 11.0, 772.0, 157.0]"
952,952.jpg,0,"[182.0, 125.0, 417.510009765625, 103.8499984741211]"
952,952.jpg,0,"[226.0, 35.0, 212.4199981689453, 87.69000244140625]"
953,953.jpg,0,"[359.0, 439.0, 183.30999755859375, 142.1300048828125]"
954,954.jpg,0,"[88.0, 126.0, 138.0, 165.0]"
955,955.jpg,0,"[5.0, 40.0, 962.0910034179688, 982.1699829101562]"
956,956.jpg,0,"[10.0, 684.0, 600.9949951171875, 284.1600036621094]"
957,957.jpg,0,"[11.0, 134.0, 344.3299865722656, 281.8800048828125]"
957,957.jpg,2,"[150.0, 26.0, 265.7900085449219, 389.5299987792969]"
958,958.jpg,0,"[137.0, 127.0, 143.0, 130.0]"
959,959.jpg,0,"[211.0, 213.0, 37.0, 223.0]"
960,960.jpg,0,"[20.0, 264.0, 310.42999267578125, 133.88999938964844]"
960,960.jpg,2,"[0.0, 58.0, 198.99000549316406, 357.7799987792969]"
960,960.jpg,2,"[237.0, 97.0, 99.87000274658203, 319.3299865722656]"
960,960.jpg,2,"[389.0, 146.0, 26.90999984741211, 270.44000244140625]"
960,960.jpg,2,"[186.0, 98.0, 57.66999816894531, 92.77999877929688]"
960,960.jpg,2,"[142.0, 69.0, 37.68000030517578, 84.44000244140625]"
960,960.jpg,2,"[238.0, 93.0, 105.9800033569336, 323.2200012207031]"
960,960.jpg,0,"[104.0, 210.0, 139.88999938964844, 40.0]"
961,961.jpg,0,"[74.0, 133.0, 106.0, 40.0]"
961,961.jpg,0,"[202.0, 66.0, 113.0, 32.0]"
962,962.jpg,0,"[335.0, 592.0, 253.11000061035156, 102.4800033569336]"
963,963.jpg,0,"[90.0, 115.0, 918.4000244140625, 563.47802734375]"
964,964.jpg,0,"[127.0, 102.0, 111.0, 126.0]"
965,965.jpg,0,"[2.0, 17.0, 317.0, 389.0]"
966,966.jpg,0,"[142.0, 365.0, 39.0, 44.0]"
967,967.jpg,2,"[0.0, 0.0, 280.67999267578125, 416.0]"
967,967.jpg,0,"[80.0, 176.0, 250.4499969482422, 196.47000122070312]"
968,968.jpg,0,"[294.0, 410.0, 115.06999969482422, 64.3499984741211]"
969,969.jpg,0,"[190.0, 160.0, 715.1339721679688, 323.1860046386719]"
969,969.jpg,0,"[0.0, 23.0, 221.71800231933594, 53.86399841308594]"
970,970.jpg,0,"[65.0, 0.0, 69.0, 360.0]"
971,971.jpg,0,"[127.0, 232.0, 39.0, 71.0]"
972,972.jpg,0,"[15.0, 293.0, 990.0800170898438, 541.426025390625]"
973,973.jpg,0,"[174.0, 66.0, 54.0, 69.0]"
973,973.jpg,0,"[205.0, 21.0, 103.0, 89.0]"
974,974.jpg,0,"[0.0, 7.0, 258.0, 382.0]"
975,975.jpg,0,"[185.0, 529.0, 258.489990234375, 144.75]"
976,976.jpg,0,"[93.0, 106.0, 327.0, 120.0]"
977,977.jpg,2,"[125.0, 59.0, 291.0799865722656, 356.5899963378906]"
977,977.jpg,0,"[81.0, 151.0, 178.1199951171875, 97.05999755859375]"
978,978.jpg,0,"[26.0, 124.0, 338.67999267578125, 168.82000732421875]"
978,978.jpg,0,"[0.0, 303.0, 362.4200134277344, 113.05999755859375]"
978,978.jpg,0,"[386.0, 204.0, 30.489999771118164, 90.0]"
978,978.jpg,0,"[0.0, 0.0, 395.1400146484375, 108.81999969482422]"
979,979.jpg,0,"[2.0, 46.0, 498.0, 262.0]"
980,980.jpg,0,"[93.0, 150.0, 103.0, 33.0]"
980,980.jpg,0,"[196.0, 63.0, 119.0, 36.0]"
981,981.jpg,0,"[0.0, 9.0, 314.0, 353.0]"
982,982.jpg,0,"[0.0, 12.0, 416.0, 381.760009765625]"
983,983.jpg,0,"[0.0, 8.0, 300.0, 62.79999923706055]"
984,984.jpg,0,"[86.0, 79.0, 542.0, 114.0]"
985,985.jpg,0,"[0.0, 123.0, 633.0, 183.0]"
985,985.jpg,0,"[19.0, 24.0, 610.0, 108.0]"
986,986.jpg,0,"[67.0, 589.0, 293.0, 131.0]"
987,987.jpg,0,"[12.0, 17.0, 404.0199890136719, 373.5299987792969]"
988,988.jpg,0,"[95.0, 349.0, 38.0, 65.0]"
989,989.jpg,0,"[104.0, 48.0, 94.0, 235.0]"
990,990.jpg,0,"[39.0, 0.0, 984.3200073242188, 680.43701171875]"
991,991.jpg,0,"[89.0, 3.0, 152.0, 446.0]"
992,992.jpg,0,"[10.0, 5.0, 2074.0, 466.0]"
993,993.jpg,0,"[10.0, 81.0, 621.0, 376.0]"
994,994.jpg,0,"[0.0, 0.0, 300.0, 59.0]"
995,995.jpg,0,"[51.0, 70.0, 358.0, 77.0]"
995,995.jpg,0,"[41.0, 134.0, 363.0, 59.0]"
995,995.jpg,0,"[49.0, 175.0, 360.0, 81.0]"
995,995.jpg,0,"[52.0, 246.0, 357.0, 74.0]"
995,995.jpg,0,"[49.0, 18.0, 329.0, 73.0]"
996,996.jpg,0,"[47.0, 45.0, 223.0, 352.0]"
997,997.jpg,0,"[9.0, 179.0, 89.0, 85.0]"
998,998.jpg,0,"[4.0, 64.0, 302.0, 326.0]"
999,999.jpg,0,"[208.0, 322.0, 37.0, 31.0]"
1000,1000.jpg,2,"[20.0, 32.0, 181.3699951171875, 254.10000610351562]"
1000,1000.jpg,2,"[190.0, 9.0, 236.55999755859375, 277.42999267578125]"
1000,1000.jpg,2,"[413.0, 44.0, 221.4499969482422, 241.7100067138672]"
1000,1000.jpg,0,"[501.0, 132.0, 39.86000061035156, 153.6199951171875]"
1000,1000.jpg,0,"[267.0, 126.0, 51.349998474121094, 42.86000061035156]"
1000,1000.jpg,0,"[107.0, 146.0, 63.7599983215332, 40.0]"
1001,1001.jpg,0,"[31.0, 25.0, 429.79998779296875, 146.14999389648438]"
1002,1002.jpg,0,"[0.0, 0.0, 300.0, 64.0]"
1003,1003.jpg,0,"[113.0, 229.0, 700.1599731445312, 270.3500061035156]"
1004,1004.jpg,0,"[5.0, 161.0, 408.0, 121.0]"
1005,1005.jpg,0,"[45.0, 20.0, 350.0, 240.0]"
1006,1006.jpg,0,"[373.0, 329.0, 130.77999877929688, 64.58999633789062]"
1007,1007.jpg,0,"[114.0, 65.0, 200.0, 314.0]"
1008,1008.jpg,0,"[28.0, 47.0, 334.8500061035156, 313.8900146484375]"
1009,1009.jpg,0,"[407.0, 405.0, 105.33000183105469, 124.94999694824219]"
1010,1010.jpg,0,"[76.0, 280.0, 346.7690124511719, 311.67999267578125]"
1011,1011.jpg,0,"[33.0, 156.0, 448.0, 111.0]"
1012,1012.jpg,0,"[397.0, 306.0, 146.49000549316406, 98.87999725341797]"
1013,1013.jpg,0,"[0.0, 0.0, 300.0, 56.0]"
1014,1014.jpg,0,"[165.0, 39.0, 25.0, 22.0]"
1015,1015.jpg,0,"[144.0, 47.0, 20.0, 18.0]"
1016,1016.jpg,0,"[132.0, 0.0, 154.0, 494.0]"
1017,1017.jpg,0,"[99.0, 126.0, 356.0, 133.0]"
1018,1018.jpg,0,"[4.0, 0.0, 296.260009765625, 72.5999984741211]"
1019,1019.jpg,0,"[68.0, 62.0, 932.0499877929688, 286.1499938964844]"
1020,1020.jpg,0,"[393.0, 410.0, 127.61000061035156, 104.37000274658203]"
1021,1021.jpg,0,"[160.0, 39.0, 26.0, 22.0]"
1022,1022.jpg,0,"[246.0, 243.0, 27.0, 37.0]"
1023,1023.jpg,0,"[68.0, 102.0, 226.0, 272.0]"
1024,1024.jpg,0,"[152.0, 63.0, 169.0, 437.0]"
1025,1025.jpg,0,"[79.0, 24.0, 211.0, 183.0]"
1025,1025.jpg,0,"[0.0, 223.0, 281.2699890136719, 147.77999877929688]"
1026,1026.jpg,0,"[16.0, 8.0, 370.760009765625, 376.2200012207031]"
1027,1027.jpg,0,"[402.0, 315.0, 151.8699951171875, 69.7300033569336]"
1028,1028.jpg,0,"[577.0, 257.0, 161.72999572753906, 112.01000213623047]"
1029,1029.jpg,0,"[417.0, 306.0, 142.5500030517578, 96.5999984741211]"
1030,1030.jpg,0,"[3.0, 25.0, 138.0, 196.0]"
1030,1030.jpg,0,"[155.0, 7.0, 107.0, 258.0]"
1030,1030.jpg,0,"[22.0, 25.0, 160.0, 227.0]"
1030,1030.jpg,0,"[93.0, 24.0, 137.0, 238.0]"
1030,1030.jpg,0,"[208.0, 19.0, 94.0, 269.0]"
1030,1030.jpg,0,"[266.0, 120.0, 163.0, 126.0]"
1030,1030.jpg,0,"[0.0, 19.0, 120.0, 144.0]"
1031,1031.jpg,0,"[163.0, 34.0, 88.70999908447266, 381.8800048828125]"
1032,1032.jpg,0,"[0.0, 119.0, 416.0, 224.1199951171875]"
1033,1033.jpg,0,"[68.0, 309.0, 91.0, 107.0]"
1034,1034.jpg,0,"[260.0, 224.0, 246.39999389648438, 105.57599639892578]"
1035,1035.jpg,0,"[314.0, 360.0, 152.61000061035156, 85.76000213623047]"
1036,1036.jpg,0,"[97.0, 133.0, 127.0, 64.0]"
1037,1037.jpg,0,"[0.0, 0.0, 300.0, 74.0]"
1038,1038.jpg,0,"[33.0, 21.0, 257.0, 397.0]"
1039,1039.jpg,0,"[1.0, 134.0, 318.0, 152.0]"
1040,1040.jpg,0,"[173.0, 5.0, 87.52999877929688, 410.7099914550781]"
1040,1040.jpg,2,"[3.0, 174.0, 315.6099853515625, 241.57000732421875]"
1041,1041.jpg,0,"[13.0, 66.0, 392.7900085449219, 280.0]"
1042,1042.jpg,0,"[209.0, 227.0, 109.0, 52.0]"
1043,1043.jpg,0,"[23.0, 77.0, 428.0, 157.0]"
1044,1044.jpg,0,"[0.0, 26.0, 414.0, 306.0]"
1045,1045.jpg,0,"[27.0, 143.0, 368.67999267578125, 138.82000732421875]"
1046,1046.jpg,0,"[381.0, 356.0, 139.8300018310547, 79.76000213623047]"
1047,1047.jpg,0,"[73.0, 89.0, 227.0, 184.0]"
1048,1048.jpg,0,"[760.0, 127.0, 115.1500015258789, 89.91999816894531]"
1049,1049.jpg,0,"[290.0, 111.0, 186.0, 183.0]"
1049,1049.jpg,0,"[110.0, 140.0, 132.0, 193.0]"
1050,1050.jpg,0,"[412.0, 313.0, 131.4600067138672, 88.30999755859375]"
1051,1051.jpg,0,"[5.0, 6.0, 290.4200134277344, 56.0]"
1052,1052.jpg,0,"[394.0, 136.0, 55.040000915527344, 61.90999984741211]"
1053,1053.jpg,0,"[188.0, 93.0, 452.0, 79.0]"
1053,1053.jpg,0,"[0.0, 181.0, 464.0, 98.0]"
1053,1053.jpg,0,"[197.0, 247.0, 443.0, 112.0]"
1053,1053.jpg,0,"[2.0, 0.0, 472.0, 117.0]"
1054,1054.jpg,0,"[215.0, 173.0, 148.0, 59.0]"
1055,1055.jpg,0,"[150.0, 198.0, 770.5599975585938, 254.97500610351562]"
1056,1056.jpg,0,"[81.0, 234.0, 213.0, 155.0]"
1057,1057.jpg,0,"[217.0, 0.0, 572.7999877929688, 680.43701171875]"
1058,1058.jpg,0,"[15.0, 39.0, 576.0, 322.0]"
1059,1059.jpg,0,"[52.0, 100.0, 113.0, 305.0]"
1059,1059.jpg,0,"[296.0, 169.0, 106.0, 283.0]"
1060,1060.jpg,0,"[86.0, 108.0, 68.0, 212.0]"
1061,1061.jpg,0,"[560.0, 273.0, 180.5800018310547, 114.58999633789062]"
1062,1062.jpg,0,"[1.0, 161.0, 634.0, 188.0]"
1063,1063.jpg,0,"[50.0, 137.0, 401.0, 122.0]"
1063,1063.jpg,0,"[46.0, 44.0, 431.0, 111.0]"
1064,1064.jpg,0,"[92.0, 116.0, 103.0, 69.0]"
1065,1065.jpg,0,"[12.0, 63.0, 674.0, 164.0]"
1066,1066.jpg,0,"[126.0, 200.0, 135.0, 51.0]"
1067,1067.jpg,0,"[31.0, 291.0, 266.0, 153.0]"
1068,1068.jpg,0,"[341.0, 339.0, 128.1300048828125, 63.7400016784668]"
1069,1069.jpg,0,"[0.0, 71.0, 415.7900085449219, 316.4700012207031]"
1070,1070.jpg,0,"[74.0, 8.0, 199.0, 432.0]"
1071,1071.jpg,0,"[710.0, 249.0, 162.8300018310547, 77.12000274658203]"
1072,1072.jpg,0,"[0.0, 0.0, 300.0, 49.0]"
1073,1073.jpg,0,"[127.0, 61.0, 153.0, 58.0]"
1074,1074.jpg,0,"[0.0, 69.0, 319.0, 337.0]"
1075,1075.jpg,0,"[176.0, 492.0, 227.6300048828125, 137.3000030517578]"
1076,1076.jpg,0,"[211.0, 105.0, 24.0, 34.0]"
1077,1077.jpg,0,"[9.0, 5.0, 627.0, 225.0]"
1078,1078.jpg,0,"[14.0, 9.0, 395.9700012207031, 402.7799987792969]"
1079,1079.jpg,0,"[64.0, 64.0, 432.0, 268.0]"
1080,1080.jpg,0,"[1.0, 22.0, 309.0, 330.0]"
1081,1081.jpg,0,"[0.0, 0.0, 300.0, 63.0]"
1082,1082.jpg,0,"[0.0, 0.0, 298.94000244140625, 58.599998474121094]"
1083,1083.jpg,0,"[10.0, 15.0, 399.260009765625, 141.17999267578125]"
1083,1083.jpg,0,"[15.0, 162.0, 398.0799865722656, 190.58999633789062]"
1084,1084.jpg,0,"[9.0, 38.0, 486.0, 301.0]"
1085,1085.jpg,0,"[251.0, 147.0, 30.0, 16.0]"
1086,1086.jpg,2,"[21.0, 35.0, 262.2300109863281, 380.7099914550781]"
1086,1086.jpg,0,"[136.0, 123.0, 268.6700134277344, 72.94000244140625]"
1087,1087.jpg,0,"[0.0, 92.0, 309.0, 164.0]"
1088,1088.jpg,0,"[314.0, 582.0, 285.1000061035156, 106.76000213623047]"
1089,1089.jpg,0,"[0.0, 158.0, 576.0, 136.0]"
1089,1089.jpg,0,"[25.0, 8.0, 567.0, 119.0]"
1090,1090.jpg,0,"[75.0, 168.0, 222.0, 241.0]"
1091,1091.jpg,0,"[0.0, 202.0, 230.39999389648438, 147.83999633789062]"
1092,1092.jpg,0,"[169.0, 127.0, 539.52001953125, 446.93701171875]"
1093,1093.jpg,0,"[0.0, 28.0, 492.0, 347.0]"
1094,1094.jpg,0,"[124.0, 102.0, 56.0, 284.0]"
1095,1095.jpg,0,"[84.0, 596.0, 290.4599914550781, 124.0]"
1096,1096.jpg,0,"[0.0, 47.0, 1023.0, 720.0]"
1097,1097.jpg,0,"[0.0, 8.0, 628.0, 149.0]"
1098,1098.jpg,0,"[410.0, 550.0, 269.5669860839844, 206.0800018310547]"
1098,1098.jpg,0,"[343.0, 825.0, 336.79901123046875, 198.39999389648438]"
1099,1099.jpg,0,"[27.0, 87.0, 288.0, 326.0]"
1100,1100.jpg,0,"[7.0, 64.0, 301.0, 260.0]"
1101,1101.jpg,0,"[65.0, 94.0, 417.0, 155.0]"
1102,1102.jpg,0,"[68.0, 239.0, 1432.0, 660.0]"
1103,1103.jpg,0,"[0.0, 1018.0, 640.0, 379.0]"
1103,1103.jpg,0,"[0.0, 0.0, 640.0, 486.0]"
1103,1103.jpg,0,"[0.0, 460.0, 640.0, 404.0]"
1104,1104.jpg,0,"[262.0, 149.0, 31.0, 16.0]"
1105,1105.jpg,0,"[3.0, 8.0, 411.0199890136719, 44.709999084472656]"
1105,1105.jpg,0,"[0.0, 73.0, 413.9599914550781, 54.709999084472656]"
1105,1105.jpg,0,"[0.0, 133.0, 412.4100036621094, 51.7599983215332]"
1105,1105.jpg,0,"[7.0, 195.0, 402.7900085449219, 50.59000015258789]"
1105,1105.jpg,0,"[5.0, 249.0, 407.489990234375, 54.119998931884766]"
1105,1105.jpg,0,"[4.0, 307.0, 403.9599914550781, 46.470001220703125]"
1105,1105.jpg,0,"[3.0, 360.0, 409.260009765625, 52.349998474121094]"
1106,1106.jpg,0,"[169.0, 143.0, 431.3699951171875, 105.83000183105469]"
1107,1107.jpg,0,"[45.0, 67.0, 734.0, 519.0]"
1108,1108.jpg,0,"[168.0, 102.0, 68.0, 40.0]"
1108,1108.jpg,0,"[121.0, 123.0, 63.0, 52.0]"
1109,1109.jpg,0,"[281.0, 155.0, 31.0, 17.0]"
1110,1110.jpg,0,"[410.0, 65.0, 158.99000549316406, 74.62000274658203]"
1110,1110.jpg,0,"[324.0, 90.0, 59.060001373291016, 33.08000183105469]"
1111,1111.jpg,0,"[168.0, 0.0, 91.05999755859375, 325.8800048828125]"
1111,1111.jpg,2,"[38.0, 0.0, 378.1400146484375, 316.4700012207031]"
1112,1112.jpg,0,"[391.0, 397.0, 127.04000091552734, 108.08000183105469]"
1113,1113.jpg,0,"[236.0, 60.0, 75.0, 340.0]"
1114,1114.jpg,0,"[8.0, 44.0, 305.0, 341.0]"
1115,1115.jpg,0,"[414.0, 319.0, 132.69000244140625, 83.73999786376953]"
1116,1116.jpg,0,"[0.0, 0.0, 416.0, 416.0]"
1117,1117.jpg,2,"[0.0, 108.0, 258.3299865722656, 308.3500061035156]"
1117,1117.jpg,0,"[100.0, 119.0, 281.6199951171875, 160.0]"
1118,1118.jpg,0,"[227.0, 123.0, 372.9100036621094, 129.9199981689453]"
1119,1119.jpg,0,"[70.0, 196.0, 295.67999267578125, 310.3999938964844]"
1120,1120.jpg,0,"[154.0, 276.0, 95.4800033569336, 57.97999954223633]"
1121,1121.jpg,0,"[47.0, 81.0, 529.0, 203.0]"
1122,1122.jpg,0,"[17.0, 141.0, 302.0, 122.0]"
